Q7_1,Q8,Q10,Q29,Q6,,
1,"Homework (online),Papers,Projects (group)","You won't learn anything very concrete in this class, just some thoughts on consumerism from the professor. It's a very undefined class, meaning you can really do your project on just about anything.","His lecture was basically a 50 minute ramble. He is very talkative and has a very unfocused lecture style. It feels like your uncle telling you a fishing story, but instead of fish it's about random brands.",4-Mar,FALSE,0
1,"Readings,Reading responses/Canvas posts/etc.,Homework (on paper),Homework (online),Quizzes,Papers,Exams (in-class),Exams (take-home),Labs,Projects (individual),Projects (group),Other (please describe)",try to actively revise and do the problem sets as early as possible ,I believe that this class was extremely difficult primarily because what was told and taught in class was very different from problem sets. There were numerous weeks where students were learning new concepts in TA office hours ,4-Mar,FALSE,0
1,"Readings,Quizzes,Papers,Exams (in-class),Labs",take it when students are safely back on campus; lab portion could not be done remotely. heavy emphasis on evolutionary/ecological lenses; also if you love fish your interests will align with Dr. Evans' and you will enjoy the class more (if you wanted to actually get to mammals though....) ,"Dr. Evans makes it very clear which vertebrate clades he is passionate about (fish... followed by amphibians; hates birds), and thus he dedicates class time proportional to these interests. He effectively taught me how to read/draw/interpret phylogenetic trees (for fish at least). Post-transition he made the lecture portion as stress free as possible (reduced # of lectures; open note multiple choice midterm)

Lab TAs are very knowledgeable and probably could have learned more in lab sans pandemic. I don't blame them that the lab portion felt useless to complete in a remote environment. Transition to remote was logistically challenging, to say the least. ",4-Mar,FALSE,0
1,"Homework (on paper),Quizzes",So fun!,"Prof. Ashok is a crazy nice teacher, who really cares about you learning the material in a very low key environment.",4-Mar,FALSE,0
1,"Readings,Reading responses/Canvas posts/etc.,Papers","Go for it! It's enjoyable, thought-provoking, and not terribly time-consuming. ",Prof. Miller was wonderfully determined to meet students needs. She was also available to talk outside of class and tailored the class to our feedback. She did fall into the trap of making lecture a retelling of the readings and often spent too much time focusing on making sure the physics understanding was developed and letting the corresponding philosophy discussions fall by the wayside.,4-Mar,FALSE,0
1,"Homework (on paper),Homework (online),Exams (in-class),Exams (take-home)",Not extremely organized and to be honest I don't know if I get enough out of the course -- A lot of it was stuff we do in Micro/Game theory,"Greg is clearly a very nice and passionate guy. I don't know what exactly wasn't effective about the course, all I know is that I honestly didn't really spend much time on it (or have to spend much time on it) but also don't think I gained a tremendous amount from it.",4-Mar,FALSE,0
1,"Readings,Reading responses/Canvas posts/etc.,Homework (on paper),Homework (online),Quizzes,Papers,Exams (in-class),Exams (take-home),Labs,Projects (individual),Projects (group),Other (please describe)","easy, light workload but a lot of reading. professor is really passionate and great at what he does. ","lecture style, very effective, open to answering questions",4-Mar,FALSE,0
1,"Readings,Reading responses/Canvas posts/etc.,Papers,Exams (take-home),Projects (group)",professor is very nice,lecture.,4-Mar,FALSE,0
1,"Homework (on paper),Exams (in-class)","Professor Kellner is very responsive to student needs and constantly attempts to improve both his teaching and the class. When he asks for feedback, he actually takes it into account and changes rather than just ignoring it and continuing what he was originally doing like most professors do. He is also very passionate about the subject and made the course more enjoyable. ",Lectures,4-Mar,FALSE,0
1,"Homework (online),Exams (in-class)",No,Professor Kellner is unbelievable. A true standout professor in how much he cares about the students and their success.,4-Mar,FALSE,0
1,"Readings,Reading responses/Canvas posts/etc.,Projects (individual),Projects (group)",n/a,,4-Mar,FALSE,1
1,"Homework (on paper),Homework (online),Papers,Projects (group)",,"The professor tended to ramble and go off topic. However, he usually have interesting things to say but this seminar is not conducive to discussions like a classic first year seminar. ",4-Mar,1,1
1,"Readings,Reading responses/Canvas posts/etc.,Papers,Other (please describe)",,Professor Weinstein is an amazing lecturer although he might seem to ramble it's always interesting!,4-Mar,1,1
1,"Papers,Exams (in-class)",,"Lectures rambled but were mostly clear. Jim Morgan’s an okay professor, as long as you’re not waiting for grades. ",4-Mar,1,1
1,"Readings,Reading responses/Canvas posts/etc.,Papers",,"Professor Franconi is a really fun lecturer and puts a lot of effort and care into tailoring his courses for his students. He is readily available at office hours and is incredibly helpful and willing to answer any questions about his topic. His classroom was 2/3 lecture 1/3 discussion, and while the discussions were sometimes awkward, the lectures were very enlightening.",4-Mar,1,1
1,"Readings,Papers,Exams (in-class),Exams (take-home)",,"Professor Nickel reads off of a script which makes class not engaging. Professor Nickel would also start class before it technically started and would go over time. This makes it difficult to get to and from other classes, especially because the class was taught in List and causes some students to miss critical information, as all information for the exams and papers is from lecture. However, Prof. Nickel did present information clearly and effectively, despite the boring use of scripts.",4-Mar,1,1
1,,"Pretty chill, very interesting.",,4-Mar,FALSE,1
1,,,Great lecturer. ,4-Mar,1,1
1,"Readings,Reading responses/Canvas posts/etc.,Homework (online),Quizzes,Papers,Exams (in-class)",,Loved ira Wilson ,4-Mar,1,1
1,"Readings,Papers,Exams (take-home)",Arenberg is one of the most experienced PoliSci lecturers here as he has had an abundance of real-world experience. The material is engaging and easy to understand. Take it!,,4-Mar,FALSE,1
1,"Homework (online),Exams (in-class)",,Abundant visuals and distillation of scientific papers were very effective for presenting the course topics. Responsiveness to concerns raised in the mid-semester survey was also greatly appreciated.,4-Mar,1,1
1,"Readings,Papers,Exams (in-class)",,"Passionate, funny, encouraging",4-Mar,1,1
